Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Low & middle income,LMY,1.07917E+13,1.87025E+13,4.70784E+13,5.04507E+13,5.34602E+13,5.57632E+13,5.68799E+13,5.93744E+13,6.30126E+13,6.78141E+13,7.1672E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Low income,LIC,2.96964E+11,4.55415E+11,1.03858E+12,1.05899E+12,1.1371E+12,1.2523E+12,1.3389E+12,1.39361E+12,1.47389E+12,1.56957E+12,1.66923E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lower middle income,LMC,3.08358E+12,5.21925E+12,1.22192E+13,1.3281E+13,1.4094E+13,1.47591E+13,1.54454E+13,1.6351E+13,1.73686E+13,1.875E+13,1.98978E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Middle East & North Africa,MEA,1.97148E+12,3.60251E+12,7.05544E+12,7.43517E+12,7.53494E+12,7.55211E+12,6.93798E+12,6.91349E+12,7.31754E+12,7.59203E+12,7.79039E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Middle East & North Africa (excluding high income),MNA,1.08495E+12,2.03589E+12,3.89955E+12,4.07641E+12,4.11189E+12,4.06936E+12,3.88947E+12,3.93367E+12,4.11645E+12,4.23269E+12,4.33214E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,1.0811E+12,2.02801E+12,3.8825E+12,4.0558E+12,4.09025E+12,4.04653E+12,3.86396E+12,3.90591E+12,4.08773E+12,4.20289E+12,4.30146E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Middle income,MIC,1.05174E+13,1.82701E+13,4.60742E+13,4.94178E+13,5.23537E+13,5.45615E+13,5.561E+13,5.80516E+13,6.16124E+13,6.6319E+13,7.00845E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,North America,NAC,6.5232E+12,1.11537E+13,1.69746E+13,1.76695E+13,1.83435E+13,1.9153E+13,1.98242E+13,2.0398E+13,2.12966E+13,2.24732E+13,2.33809E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,OECD members,OED,1.83052E+13,2.95022E+13,4.64369E+13,4.79949E+13,5.00066E+13,5.18398E+13,5.36661E+13,5.58269E+13,5.84459E+13,6.20538E+13,6.42084E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Other small states,OSS,..,2.33403E+11,6.44832E+11,6.89264E+11,7.11642E+11,7.21097E+11,6.28648E+11,6.26273E+11,6.84204E+11,7.19828E+11,7.49343E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Pacific island small states,PSS,4854131342,7563210342,11768030649,12374097247,13165774061,14911929076,16061603964,16624872907,17659725171,18656922813,19063166365,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Post-demographic dividend,PST,1.7279E+13,2.74111E+13,4.23883E+13,4.37097E+13,4.55001E+13,4.69719E+13,4.84003E+13,5.02445E+13,5.25571E+13,5.58167E+13,5.774E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Pre-demographic dividend,PRE,5.86875E+11,1.04384E+12,2.44978E+12,2.60786E+12,2.79659E+12,2.95829E+12,2.93448E+12,2.96455E+12,3.13828E+12,3.28783E+12,3.45602E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Small states,SST,..,3.02945E+11,7.62901E+11,8.08411E+11,8.34088E+11,8.46845E+11,7.53877E+11,7.52158E+11,8.15953E+11,8.57327E+11,8.90791E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Asia,SAS,1.40887E+12,2.88933E+12,7.04105E+12,7.68946E+12,8.10609E+12,8.5152E+12,8.98734E+12,9.65675E+12,1.03432E+13,1.12415E+13,1.19325E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Asia (IDA & IBRD),TSA,1.40887E+12,2.88933E+12,7.04105E+12,7.68946E+12,8.10609E+12,8.5152E+12,8.98734E+12,9.65675E+12,1.03432E+13,1.12415E+13,1.19325E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sub-Saharan Africa,SSF,8.64414E+11,1.30689E+12,2.95816E+12,3.0721E+12,3.31712E+12,3.56037E+12,3.68452E+12,3.77081E+12,3.94165E+12,4.15054E+12,4.34679E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sub-Saharan Africa (excluding high income),SSA,8.58572E+11,1.29501E+12,2.9354E+12,3.0489E+12,3.29263E+12,3.53489E+12,3.65801E+12,3.74223E+12,3.91196E+12,4.11899E+12,4.31358E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,8.64414E+11,1.30689E+12,2.95816E+12,3.0721E+12,3.31712E+12,3.56037E+12,3.68452E+12,3.77081E+12,3.94165E+12,4.15054E+12,4.34679E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Upper middle income,UMC,7.42942E+12,1.30445E+13,3.38426E+13,3.61201E+13,3.82415E+13,3.97821E+13,4.0136E+13,4.16663E+13,4.42071E+13,4.75284E+13,5.0142E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,World,WLD,2.93113E+13,4.89505E+13,9.51526E+13,1.00126E+14,1.05042E+14,1.09029E+14,1.11381E+14,1.15764E+14,1.22118E+14,1.30589E+14,1.36678E+14,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/26/2021,,,,,,,,,,,,,,,
